id	group	english	Part of Speech: n=noun, v=verb, adj=adjective, adv=adverb, phrase=phrase	comments for translator	Wiktionary	arabic	arabic_comments	bengali	bengali_comments	 chinese_simplified	 chinese_simplified_comments	 chinese_traditional	 chinese_traditional_comments	czech	czech_comments	 danish	danish_comments	 dutch	dutch_comments	 farsi/persian	farsi_comments	 finnish	finnish_comments	 french	french_comments	 german	german_comments	 greek	greek_comments	 hebrew	hebrew_comments	 hindi	hindi_comments	hungarian	hungarian_comments	indonesian	indonesian_comments	 italian	italian_comments	 japanese	 japanese_comments	jaVanese	javanese_comments	 korean	 korean_comments	malay	malay_comments	norwegian	norwegian_comments	 polish	 polish_comments	 portuguese	 portuguese_comments	 portuguese_br	 portuguese_br_comments	 russian	 russian_comments	 spanish	 spanish_comments	 swedish	 swedish_comments	thai	thai_comments	 turkish	turkish_comments	vietnamese	vietnamese_comments	sentinel/internal_id
1003670	Common Nouns	face	n		http://en.wiktionary.org/wiki/face#Translations	وجه 		মুখ 		脸		臉		tvář 		ansigt 		gezicht		صورت 		kasvot 		visage		Gesicht		πρόσωπο 		פנים 		चेहरा 		arc 		wajah 		viso		顔		wajah 		얼굴 		wajah 		ansikt 		twarz 		face		face		лицо		cara		ansikte 		ใบหน้า 		yüz		mặt		1000842
1003680	Common Nouns	fire	n		http://en.wiktionary.org/wiki/fire#Translations	حريق 		আগুন 		火		火		oheň 		brand 		brand		آتش 		tulipalo 		feu		Feuer		φωτιά 		אש 		आग 		tűz 		api 		fuoco		火災		api 		화재 		api 		brann 		ogień 		fogo		fogo		пожар		fuego		brasa 		ไฟไหม้ 		yangın		lửa		1000454
1003690	Common Nouns	fish	n		http://en.wiktionary.org/wiki/fish#Translations	سمك 		মাছ 		鱼		魚		ryby 		fisk 		vis		ماهی 		kala 		poisson		Fisch		ψάρι 		דגים 		मछली 		hal 		ikan 		pesce		魚		ikan 		물고기 		ikan 		fisk 		ryba 		peixe		peixe		рыба		pescado		fisk 		ปลา 		balık		con cá		1000541
1003700	Common Nouns	head	n		http://en.wiktionary.org/wiki/head#Translations	رئيس 		মাথা 		头		頭		hlava 		hoved 		hoofd		سر 		pää 		tête		Kopf		κεφάλι 		ראש 		सिर 		fej 		kepala 		testa		頭		kepala 		머리 		kepala 		head 		głowa 		cabeça		cabeça		голова		cabeza		huvud 		หัว 		kafa		cái đầu		1000838
1003710	Common Nouns	letter	n		http://en.wiktionary.org/wiki/letter#Translations	رسالة 		চিঠি 		信		信		dopis 		brev 		brief		نامه 		kirjain 		lettre		Brief		επιστολή 		מכתב 		पत्र 		levél 		surat 		lettera		手紙		surat 		편지 		surat 		brev 		list 		carta		carta		письмо		carta		brev 		จดหมาย 		mektup		lá thư		10001988
1003720	Common Nouns	people	n		http://en.wiktionary.org/wiki/people#Translations	الناس 		সম্প্রদায় 		人		人		lidé 		mennesker 		mensen		مردم 		ihmiset 		gens		Leute		άνθρωποι 		אנשים 		लोग 		emberek 		orang-orang 		persone		人々		orang-orang 		사람들 		orang-orang 		folk 		ludzie 		pessoas		pessoas		люди		gente		människor 		คน 		insanlar		nhân dân		10002943
1003730	Common Nouns	piece	n		http://en.wiktionary.org/wiki/piece#Translations	قطعة 		টুকরা 		石				kus 		stykke 				قطعه 		pala 		pièce		Stück		κομμάτι 		חתיכה 		टुकड़ा 		darab 		bagian 		pietra		石		potongan 		조각 		potongan 		brikke 		kawałek 		pedra		pedra		камень		pieza		bit 		ชิ้น 						10003907
1003740	Common Nouns	rock	n		http://en.wiktionary.org/wiki/rock#Translations	صخرة 		শিলা 		岩石		岩石		rock 		sten 		rots		سنگ 		rock 		roche		Fels		βράχος 		רוק 		चट्टान 		szikla 		batu 		roccia		岩 		batu 		록 		batu 		stein 		skalny 		rocha		rocha		скала		roca		sten 		หิน 		kaya		đá		10004262
1003750	Common Nouns	room	n		http://en.wiktionary.org/wiki/room#Translations	غرفة 		ঘর 		房间		房間		pokoj 		værelse 		kamer		اتاق 		huone 		chambre		Zimmer		δωμάτιο 		חדר 		कक्ष 		szoba 		kamar 		camera		ルーム		kamar 		방 		kamar 		rom 		pokój 		quarto		quarto		комната		habitación		rum 		ห้อง 		oda		phòng		10003007
1003760	Common Nouns	school	n		http://en.wiktionary.org/wiki/school#Translations	مدرسة		স্কুল		学校		學校		škola		skole		school		مدرسه		koulu		école		Schule		σχολείο		בית ספר		स्कूल		iskola		sekolah		scuola		学校		sekolah		학교		sekolah		skole		szkoła		escola		escola		школа		escuela		skola		โรงเรียน		okul		trường học		10002655
	Animals		n																																																																	
	Animals		n																																																																	
	Animals		n																																																																	
	Animals		n																																																																	
	Animals		n																																																																	
	Animals		n																																																																	
	Animals		n																																																																	
	Animals		n																																																																	
	Animals		n																																																																	
